Date,Teams_Result,JerseyNo,Player,Position,Goals,Penalties,YellowCards,RedCards,IsSubstitute,Temperature,Humidity,Precipitation,WindSpeed,Pressure,Position_Encoded,Match_Result,Match_Result_Encoded,Player_Avg_Goals,Substitute_Goals_Interaction,Weather_Condition
2022-04-02,Burnley 0:2 Manchester City,25,Fernandinho,Defender/Midfielder,0,0,0,0,1,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,1,Win,2,0.08333333333333333,0,0.17376857421975425
2022-04-10,Manchester City 2:2 Liverpool,25,Fernandinho,Defender/Midfielder,0,0,0,0,1,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,1,Draw,0,0.08,0,0.17376857421975425
2022-04-20,Manchester City 3:0 Brighton and Hove Albion,25,Fernandinho,Defender/Midfielder,0,0,0,0,1,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,1,Win,2,0.07692307692307693,0,0.17376857421975425
2022-04-23,Manchester City 5:1 Watford,25,Fernandinho,Defender/Midfielder,0,0,0,0,1,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,1,Win,2,0.07407407407407407,0,0.17376857421975425
2022-04-30,Leeds United 0:4 Manchester City,25,Fernandinho,Defender/Midfielder,0,0,0,0,1,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,1,Win,2,0.07142857142857142,0,0.17376857421975425
2022-05-08,Manchester City 5:0 Newcastle United,25,Fernandinho,Defender/Midfielder,0,0,0,0,1,0.6839506172839503,0.41222570532915354,0.14102564102564102,0.010275900900900914,1.0,1,Win,2,0.06896551724137931,0,0.37228777829194304
2022-05-11,Wolverhampton Wanderers 1:5 Manchester City,25,Fernandinho,Defender/Midfielder,0,0,0,0,1,0.6839506172839503,0.41222570532915354,0.14102564102564102,0.010275900900900914,1.0,1,Win,2,0.06666666666666667,0,0.37228777829194304
2022-05-15,West Ham United 2:2 Manchester City,25,Fernandinho,Defender/Midfielder,0,0,0,0,1,0.6839506172839503,0.41222570532915354,0.14102564102564102,0.010275900900900914,1.0,1,Draw,0,0.06451612903225806,0,0.37228777829194304
2022-05-22,Manchester City 3:2 Aston Villa,25,Fernandinho,Defender/Midfielder,0,0,0,0,1,0.6839506172839503,0.41222570532915354,0.14102564102564102,0.010275900900900914,1.0,1,Win,2,0.0625,0,0.37228777829194304
2021-09-11,Leicester City 0:1 Manchester City,21,Ferran Torres,Midfielder/Forward,0,0,0,0,0,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,5,Win,2,0.06060606060606061,0,0.5991439148542343
2021-09-18,Manchester City 0:0 Southampton,21,Ferran Torres,Midfielder/Forward,1,0,0,0,0,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,5,Draw,0,0.0,0,0.5991439148542343
2021-09-25,Chelsea 0:1 Manchester City,21,Ferran Torres,Midfielder/Forward,0,0,0,0,0,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,5,Win,2,0.5,0,0.5991439148542343
2021-10-03,Liverpool 2:2 Manchester City,21,Ferran Torres,Midfielder/Forward,0,0,0,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,5,Draw,0,0.3333333333333333,0,0.21945001456801547
2021-11-06,Manchester United 0:2 Manchester City,21,Ferran Torres,Midfielder/Forward,1,0,0,0,0,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,5,Win,2,0.25,0,0.02776492364645998
2021-11-28,Manchester City 2:1 West Ham United,21,Ferran Torres,Midfielder/Forward,0,0,0,0,0,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,5,Win,2,0.4,0,0.02776492364645998
2021-11-28,Manchester City 2:1 West Ham United,21,Ferran Torres,Midfielder/Forward,1,0,0,0,0,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,5,Win,2,0.3333333333333333,0,0.02776492364645998
2021-08-15,Tottenham Hotspur 1:0 Manchester City,94,Finley Burns,Defender,0,0,0,0,0,0.9999999999999999,1.0,0.0,0.37331081081081097,0.7542888765910347,0,Loss,1,0.42857142857142855,0,1.0
2021-08-15,Tottenham Hotspur 1:0 Manchester City,9,Gabriel Jesus,Forward,0,0,0,0,1,0.9999999999999999,1.0,0.0,0.37331081081081097,0.7542888765910347,2,Loss,1,0.0,0,1.0
2021-09-25,Chelsea 0:1 Manchester City,9,Gabriel Jesus,Forward,0,0,0,0,1,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,2,Win,2,0.0,0,0.5991439148542343
2021-10-03,Liverpool 2:2 Manchester City,9,Gabriel Jesus,Forward,2,0,0,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,2,Draw,0,0.0,0,0.21945001456801547
2021-10-16,Manchester City 2:0 Burnley,9,Gabriel Jesus,Forward,0,0,0,0,1,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,2,Win,2,0.6666666666666666,0,0.21945001456801547
2021-10-23,Brighton and Hove Albion 1:4 Manchester City,9,Gabriel Jesus,Forward,2,0,0,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,2,Win,2,0.5,0,0.21945001456801547
2021-10-30,Manchester City 0:2 Crystal Palace,9,Gabriel Jesus,Forward,0,0,0,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,2,Loss,1,0.8,0,0.21945001456801547
2021-10-30,Manchester City 0:2 Crystal Palace,9,Gabriel Jesus,Forward,0,0,0,0,1,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,2,Loss,1,0.6666666666666666,0,0.21945001456801547
2021-11-21,Manchester City 3:0 Everton,9,Gabriel Jesus,Forward,1,0,0,0,0,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,2,Win,2,0.5714285714285714,0,0.02776492364645998
2021-11-28,Manchester City 2:1 West Ham United,9,Gabriel Jesus,Forward,2,0,0,0,0,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,2,Win,2,0.625,0,0.02776492364645998
2021-11-28,Manchester City 2:1 West Ham United,9,Gabriel Jesus,Forward,0,0,0,0,1,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,2,Win,2,0.7777777777777778,0,0.02776492364645998
2021-12-01,Aston Villa 1:2 Manchester City,9,Gabriel Jesus,Forward,2,0,1,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,2,Win,2,0.7,0,0.006427065658902789
2021-12-01,Aston Villa 1:2 Manchester City,9,Gabriel Jesus,Forward,0,0,0,0,1,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,2,Win,2,0.8181818181818182,0,0.006427065658902789
2021-12-04,Watford 1:3 Manchester City,9,Gabriel Jesus,Forward,0,0,0,0,1,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,2,Win,2,0.75,0,0.006427065658902789
2021-12-14,Manchester City 7:0 Leeds United,9,Gabriel Jesus,Forward,2,1,1,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,2,Win,2,0.6923076923076923,0,0.006427065658902789
2021-12-14,Manchester City 7:0 Leeds United,9,Gabriel Jesus,Forward,0,0,0,0,1,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,2,Win,2,0.7857142857142857,0,0.006427065658902789
2021-12-19,Newcastle United 0:4 Manchester City,9,Gabriel Jesus,Forward,0,0,0,0,1,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,2,Win,2,0.7333333333333333,0,0.006427065658902789
2022-01-22,Southampton 1:1 Manchester City,9,Gabriel Jesus,Forward,0,0,1,0,0,0.0,0.021943573667711602,1.0,0.16610360360360363,0.04095185390149417,2,Draw,0,0.6875,0,0.0
2022-02-09,Manchester City 2:0 Brentford,9,Gabriel Jesus,Forward,1,0,1,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,2,Win,2,0.6470588235294118,0,0.01591127221622364
2022-02-09,Manchester City 2:0 Brentford,9,Gabriel Jesus,Forward,0,0,0,0,1,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,2,Win,2,0.6666666666666666,0,0.01591127221622364
2022-02-19,Manchester City 2:3 Tottenham Hotspur,9,Gabriel Jesus,Forward,0,0,0,0,1,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,2,Loss,1,0.631578947368421,0,0.01591127221622364
2022-03-06,Manchester City 4:1 Manchester United,9,Gabriel Jesus,Forward,0,0,0,0,1,0.22716049382716041,0.0595611285266458,0.6153846153846154,0.4408783783783784,0.5196458218040951,2,Win,2,0.6,0,0.049874029513085505
2022-04-20,Manchester City 3:0 Brighton and Hove Albion,9,Gabriel Jesus,Forward,1,0,1,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,2,Win,2,0.5714285714285714,0,0.17376857421975425
2022-04-30,Leeds United 0:4 Manchester City,9,Gabriel Jesus,Forward,0,0,0,0,1,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,2,Win,2,0.5909090909090909,0,0.17376857421975425
2021-09-11,Leicester City 0:1 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,5,Win,2,0.5652173913043478,0,0.5991439148542343
2021-09-11,Leicester City 0:1 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,1,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,5,Win,2,0.0,0,0.5991439148542343
2021-09-18,Manchester City 0:0 Southampton,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,5,Draw,0,0.0,0,0.5991439148542343
2021-09-25,Chelsea 0:1 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,5,Win,2,0.0,0,0.5991439148542343
2021-09-25,Chelsea 0:1 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,1,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,5,Win,2,0.0,0,0.5991439148542343
2021-10-03,Liverpool 2:2 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,1,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,5,Draw,0,0.0,0,0.21945001456801547
2021-10-16,Manchester City 2:0 Burnley,10,Jack Grealish,Midfielder/Forward,0,0,1,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,5,Win,2,0.0,0,0.21945001456801547
2021-10-16,Manchester City 2:0 Burnley,10,Jack Grealish,Midfielder/Forward,1,0,0,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,5,Win,2,0.0,0,0.21945001456801547
2021-10-23,Brighton and Hove Albion 1:4 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,5,Win,2,0.125,0,0.21945001456801547
2021-11-06,Manchester United 0:2 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,5,Win,2,0.1111111111111111,0,0.02776492364645998
2021-12-01,Aston Villa 1:2 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,5,Win,2,0.1,0,0.006427065658902789
2021-12-01,Aston Villa 1:2 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,1,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,5,Win,2,0.09090909090909091,0,0.006427065658902789
2021-12-19,Newcastle United 0:4 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,5,Win,2,0.08333333333333333,0,0.006427065658902789
2021-12-19,Newcastle United 0:4 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,1,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,5,Win,2,0.07692307692307693,0,0.006427065658902789
2021-12-26,Manchester City 6:3 Leicester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,5,Win,2,0.07142857142857142,0,0.006427065658902789
2021-12-29,Brentford 0:1 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,5,Win,2,0.06666666666666667,0,0.006427065658902789
2022-01-01,Arsenal 1:2 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.0,0.021943573667711602,1.0,0.16610360360360363,0.04095185390149417,5,Win,2,0.0625,0,0.0
2022-02-09,Manchester City 2:0 Brentford,10,Jack Grealish,Midfielder/Forward,0,0,1,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,5,Win,2,0.058823529411764705,0,0.01591127221622364
2022-02-19,Manchester City 2:3 Tottenham Hotspur,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,5,Loss,1,0.05555555555555555,0,0.01591127221622364
2022-02-26,Everton 0:1 Manchester City,10,Jack Grealish,Midfielder/Forward,1,0,0,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,5,Win,2,0.05263157894736842,0,0.01591127221622364
2022-02-26,Everton 0:1 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,1,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,5,Win,2,0.1,0,0.01591127221622364
2022-03-06,Manchester City 4:1 Manchester United,10,Jack Grealish,Midfielder/Forward,0,0,0,0,1,0.22716049382716041,0.0595611285266458,0.6153846153846154,0.4408783783783784,0.5196458218040951,5,Win,2,0.09523809523809523,0,0.049874029513085505
2022-04-02,Burnley 0:2 Manchester City,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,5,Win,2,0.09090909090909091,0,0.17376857421975425
2022-04-10,Manchester City 2:2 Liverpool,10,Jack Grealish,Midfielder/Forward,0,0,0,0,1,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,5,Draw,0,0.08695652173913043,0,0.17376857421975425
2022-04-20,Manchester City 3:0 Brighton and Hove Albion,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,5,Win,2,0.08333333333333333,0,0.17376857421975425
2022-04-23,Manchester City 5:1 Watford,10,Jack Grealish,Midfielder/Forward,0,0,0,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,5,Win,2,0.08,0,0.17376857421975425
2022-04-23,Manchester City 5:1 Watford,10,Jack Grealish,Midfielder/Forward,0,0,0,0,1,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,5,Win,2,0.07692307692307693,0,0.17376857421975425
2022-04-30,Leeds United 0:4 Manchester City,10,Jack Grealish,Midfielder/Forward,1,0,0,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,5,Win,2,0.07407407407407407,0,0.17376857421975425
2022-05-08,Manchester City 5:0 Newcastle United,10,Jack Grealish,Midfielder/Forward,1,0,0,0,0,0.6839506172839503,0.41222570532915354,0.14102564102564102,0.010275900900900914,1.0,5,Win,2,0.10714285714285714,0,0.37228777829194304
2022-05-15,West Ham United 2:2 Manchester City,10,Jack Grealish,Midfielder/Forward,1,0,0,0,0,0.6839506172839503,0.41222570532915354,0.14102564102564102,0.010275900900900914,1.0,5,Draw,0,0.13793103448275862,0,0.37228777829194304
2022-05-22,Manchester City 3:2 Aston Villa,10,Jack Grealish,Midfielder/Forward,1,0,0,0,0,0.6839506172839503,0.41222570532915354,0.14102564102564102,0.010275900900900914,1.0,5,Win,2,0.16666666666666666,0,0.37228777829194304
2021-08-21,Manchester City 5:0 Norwich City,87,James McAtee,Midfielder,0,0,0,0,1,0.9999999999999999,1.0,0.0,0.37331081081081097,0.7542888765910347,4,Win,2,0.1935483870967742,0,1.0
2021-09-18,Manchester City 0:0 Southampton,87,James McAtee,Midfielder,0,0,0,0,1,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,4,Draw,0,0.0,0,0.5991439148542343
2021-10-16,Manchester City 2:0 Burnley,87,James McAtee,Midfielder,0,0,0,0,1,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,4,Win,2,0.0,0,0.21945001456801547
2021-11-06,Manchester United 0:2 Manchester City,87,James McAtee,Midfielder,0,0,0,0,1,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,4,Win,2,0.0,0,0.02776492364645998
2021-11-28,Manchester City 2:1 West Ham United,87,James McAtee,Midfielder,0,0,0,0,1,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,4,Win,2,0.0,0,0.02776492364645998
2022-01-01,Arsenal 1:2 Manchester City,87,James McAtee,Midfielder,0,0,0,0,1,0.0,0.021943573667711602,1.0,0.16610360360360363,0.04095185390149417,4,Win,2,0.0,0,0.0
2021-08-28,Manchester City 5:0 Arsenal,5,John Stones,Defender,1,0,0,0,0,0.9999999999999999,1.0,0.0,0.37331081081081097,0.7542888765910347,0,Win,2,0.0,0,1.0
2021-10-03,Liverpool 2:2 Manchester City,5,John Stones,Defender,0,0,0,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,0,Draw,0,1.0,0,0.21945001456801547
2021-10-23,Brighton and Hove Albion 1:4 Manchester City,5,John Stones,Defender,0,0,0,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,0,Win,2,0.5,0,0.21945001456801547
2021-10-23,Brighton and Hove Albion 1:4 Manchester City,5,John Stones,Defender,0,0,0,0,1,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,0,Win,2,0.3333333333333333,0,0.21945001456801547
2021-10-30,Manchester City 0:2 Crystal Palace,5,John Stones,Defender,0,0,0,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,0,Loss,1,0.25,0,0.21945001456801547
2021-11-06,Manchester United 0:2 Manchester City,5,John Stones,Defender,0,0,0,0,0,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,0,Win,2,0.2,0,0.02776492364645998
2021-11-21,Manchester City 3:0 Everton,5,John Stones,Defender,1,0,0,0,0,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,0,Win,2,0.16666666666666666,0,0.02776492364645998
2021-11-21,Manchester City 3:0 Everton,5,John Stones,Defender,0,0,0,0,1,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,0,Win,2,0.2857142857142857,0,0.02776492364645998
2021-11-28,Manchester City 2:1 West Ham United,5,John Stones,Defender,0,0,0,0,0,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,0,Win,2,0.25,0,0.02776492364645998
2021-12-04,Watford 1:3 Manchester City,5,John Stones,Defender,0,0,0,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,0,Win,2,0.2222222222222222,0,0.006427065658902789
2022-01-01,Arsenal 1:2 Manchester City,5,John Stones,Defender,0,0,1,0,0,0.0,0.021943573667711602,1.0,0.16610360360360363,0.04095185390149417,0,Win,2,0.2,0,0.0
2022-01-15,Manchester City 1:0 Chelsea,5,John Stones,Defender,0,0,0,0,0,0.0,0.021943573667711602,1.0,0.16610360360360363,0.04095185390149417,0,Win,2,0.18181818181818182,0,0.0
2022-01-22,Southampton 1:1 Manchester City,5,John Stones,Defender,0,0,0,0,0,0.0,0.021943573667711602,1.0,0.16610360360360363,0.04095185390149417,0,Draw,0,0.16666666666666666,0,0.0
2022-01-22,Southampton 1:1 Manchester City,5,John Stones,Defender,0,0,0,0,1,0.0,0.021943573667711602,1.0,0.16610360360360363,0.04095185390149417,0,Draw,0,0.15384615384615385,0,0.0
2022-02-09,Manchester City 2:0 Brentford,5,John Stones,Defender,0,0,0,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,0,Win,2,0.14285714285714285,0,0.01591127221622364
2022-02-19,Manchester City 2:3 Tottenham Hotspur,5,John Stones,Defender,0,0,0,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,0,Loss,1,0.13333333333333333,0,0.01591127221622364
2022-02-26,Everton 0:1 Manchester City,5,John Stones,Defender,0,0,0,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,0,Win,2,0.125,0,0.01591127221622364
2022-03-06,Manchester City 4:1 Manchester United,5,John Stones,Defender,0,0,0,0,0,0.22716049382716041,0.0595611285266458,0.6153846153846154,0.4408783783783784,0.5196458218040951,0,Win,2,0.11764705882352941,0,0.049874029513085505
2022-03-14,Crystal Palace 0:0 Manchester City,5,John Stones,Defender,0,0,0,0,0,0.22716049382716041,0.0595611285266458,0.6153846153846154,0.4408783783783784,0.5196458218040951,0,Draw,0,0.1111111111111111,0,0.049874029513085505
2022-04-02,Burnley 0:2 Manchester City,5,John Stones,Defender,0,0,0,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,0,Win,2,0.10526315789473684,0,0.17376857421975425
2022-04-10,Manchester City 2:2 Liverpool,5,John Stones,Defender,0,0,0,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,0,Draw,0,0.1,0,0.17376857421975425
2022-04-23,Manchester City 5:1 Watford,5,John Stones,Defender,0,0,0,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,0,Win,2,0.09523809523809523,0,0.17376857421975425
2022-04-30,Leeds United 0:4 Manchester City,5,John Stones,Defender,0,0,0,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,0,Win,2,0.09090909090909091,0,0.17376857421975425
2022-05-11,Wolverhampton Wanderers 1:5 Manchester City,5,John Stones,Defender,0,0,0,0,0,0.6839506172839503,0.41222570532915354,0.14102564102564102,0.010275900900900914,1.0,0,Win,2,0.08695652173913043,0,0.37228777829194304
2022-05-22,Manchester City 3:2 Aston Villa,5,John Stones,Defender,0,0,0,0,0,0.6839506172839503,0.41222570532915354,0.14102564102564102,0.010275900900900914,1.0,0,Win,2,0.08333333333333333,0,0.37228777829194304
2021-08-15,Tottenham Hotspur 1:0 Manchester City,97,Josh Wilson-Esbrand,Defender,0,0,0,0,0,0.9999999999999999,1.0,0.0,0.37331081081081097,0.7542888765910347,0,Loss,1,0.08,0,1.0
2021-08-21,Manchester City 5:0 Norwich City,27,João Cancelo,Defender,0,0,0,0,0,0.9999999999999999,1.0,0.0,0.37331081081081097,0.7542888765910347,0,Win,2,0.0,0,1.0
2021-08-21,Manchester City 5:0 Norwich City,27,João Cancelo,Defender,0,0,0,0,1,0.9999999999999999,1.0,0.0,0.37331081081081097,0.7542888765910347,0,Win,2,0.0,0,1.0
2021-08-28,Manchester City 5:0 Arsenal,27,João Cancelo,Defender,0,0,0,0,0,0.9999999999999999,1.0,0.0,0.37331081081081097,0.7542888765910347,0,Win,2,0.0,0,1.0
2021-09-18,Manchester City 0:0 Southampton,27,João Cancelo,Defender,0,0,1,0,0,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,0,Draw,0,0.0,0,0.5991439148542343
2021-09-25,Chelsea 0:1 Manchester City,27,João Cancelo,Defender,0,0,0,0,0,0.7481481481481481,0.6896551724137931,0.0,0.8876689189189192,0.5531267293857222,0,Win,2,0.0,0,0.5991439148542343
2021-10-23,Brighton and Hove Albion 1:4 Manchester City,27,João Cancelo,Defender,0,0,0,0,0,0.3580246913580245,0.34482758620689663,0.15384615384615385,0.9667792792792796,0.2335362479247371,0,Win,2,0.0,0,0.21945001456801547
2021-11-21,Manchester City 3:0 Everton,27,João Cancelo,Defender,0,0,0,0,0,0.01975308641975293,0.09717868338558,0.7179487179487181,1.0000000000000002,0.0,0,Win,2,0.0,0,0.02776492364645998
2021-12-01,Aston Villa 1:2 Manchester City,27,João Cancelo,Defender,1,0,1,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,0,Win,2,0.0,0,0.006427065658902789
2021-12-04,Watford 1:3 Manchester City,27,João Cancelo,Defender,0,0,0,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,0,Win,2,0.125,0,0.006427065658902789
2021-12-14,Manchester City 7:0 Leeds United,27,João Cancelo,Defender,0,0,1,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,0,Win,2,0.1111111111111111,0,0.006427065658902789
2021-12-26,Manchester City 6:3 Leicester City,27,João Cancelo,Defender,1,0,0,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,0,Win,2,0.1,0,0.006427065658902789
2021-12-29,Brentford 0:1 Manchester City,27,João Cancelo,Defender,0,0,1,0,0,0.029629629629629672,0.028213166144200663,0.7692307692307693,0.42680180180180194,0.0998893193137797,0,Win,2,0.18181818181818182,0,0.006427065658902789
2022-01-01,Arsenal 1:2 Manchester City,27,João Cancelo,Defender,0,0,1,0,0,0.0,0.021943573667711602,1.0,0.16610360360360363,0.04095185390149417,0,Win,2,0.16666666666666666,0,0.0
2022-02-12,Norwich City 0:4 Manchester City,27,João Cancelo,Defender,0,0,0,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,0,Win,2,0.15384615384615385,0,0.01591127221622364
2022-02-19,Manchester City 2:3 Tottenham Hotspur,27,João Cancelo,Defender,0,0,1,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,0,Loss,1,0.14285714285714285,0,0.01591127221622364
2022-02-26,Everton 0:1 Manchester City,27,João Cancelo,Defender,0,0,0,0,0,0.17160493827160483,0.0,0.641025641025641,0.8139076576576579,0.31322634200332045,0,Win,2,0.13333333333333333,0,0.01591127221622364
2022-04-10,Manchester City 2:2 Liverpool,27,João Cancelo,Defender,0,0,1,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,0,Draw,0,0.125,0,0.17376857421975425
2022-04-20,Manchester City 3:0 Brighton and Hove Albion,27,João Cancelo,Defender,0,0,1,0,0,0.5074074074074074,0.18808777429467094,0.41025641025641024,0.0,0.7844493635860541,0,Win,2,0.11764705882352941,0,0.17376857421975425
